simple,tsp
-0.016376120642799596,0.00850641651783903
0.003195509742846104,0.008291052305763037
-0.0011227466664053452,-0.03057516694494478
-0.0021591282046257245,-0.0034417216718768844
-0.02444133127636375,0.005441003075656927
-0.07841953639200819,-0.05158205404790732
0.0012954769227755403,-0.0034417216718768844
-0.014595706663270279,-0.03057516694494478
0.024548225373727285,-0.0011786012364946195
0.03946886358055925,0.018514028920177585
0.03102769832457471,-0.05617728823479786
4.43660952393324E-4,0.023404949738143502
0.00639101948569234,0.02245355131461783
0.04076434050333466,-0.01200475281771933
-0.03825975178596881,-0.018790993860628352
-0.025391347686399165,-0.0055273682038420235
0.0805241909570299,-0.03463241640219748
-0.08360144408311009,-0.03559571222419601
-0.04370075486162574,-0.010622910766758824
-0.0,-0.015793373937882237
0.0045105755842523975,-0.08351394055993985
0.016873091484661918,-0.03169600204390641
-0.030832350762056093,-0.010795641023128888
0.0805241909570299,-0.0019000328200706957
-0.03635971896589812,-0.0779877107510831
0.008031956921207875,0.025077778662239987
-0.0,0.013645690253234864
-0.0,0.018273617678098108
0.00639101948569234,-0.03057516694494478
-0.07470583588005189,-0.012106521033798959
-0.053200918961979086,-0.05617728823479786
-0.05112815588553846,0.0025909538455509487
-0.00639101948569234,0.03014142973657584
-0.009068338459428255,-0.022109472815367962
-0.015799375551605186,-0.025391347686399165
0.003195509742846104,0.025077778662239987
-0.02582317332732426,0.00690921025480253
-0.013818420509604927,0.015200262560565433
-0.0186548676879667,-0.010622910766758824
0.03946886358055925,0.017920141833746923
0.005354637947471961,0.00690921025480253
0.004038145296732715,0.027636841019209987
-0.025909538455509355,-0.004145526152881518
0.016873091484661918,-0.05536004716660494
0.03972795896511428,-0.09767895997727018
0.001232595953028077,-0.02972852150703277
0.04076434050333466,0.025077778662239987
0.04209170891469102,-0.003865442547498057
-0.0,0.025077778662239987
-0.014682071791455245,0.0271186502500998
-0.06268473097023824,-0.041368896400629816
0.07637866480414837,-0.018309407175226573
-0.018309407175226573,-0.010272007347763162
-0.15657997739946133,-0.06721419206990721
-0.015799375551605186,-0.03163515543578087
0.03874923396572339,-8.636512818496572E-5
-0.00639101948569234,0.027949979262924966
0.03972795896511428,-0.020641265636222362
-0.05112815588553846,-0.03290511383849685
-0.08397440870186904,-0.014682071791455245
-0.025391347686399165,-0.05158205404790732
-0.06125062938279249,-0.03903703793963403
0.03014142973657584,-0.06713762537175273
-0.013485168928055815,-0.08645149331321607
-0.03264601845394169,-0.03282629535841285
0.005818355076978002,0.00690921025480253
-0.0012694820361066807,-0.032818748710311756
-0.0,-0.0322141928130166
-0.014941167176010404,2.5909538455516076E-4
0.031177811274796217,0.008472884546044092
-0.0031091446146611383,-0.0019379359106562921
0.04578685404902955,6.045558972952872E-4
-0.024873156917288974,0.027949979262924966
-0.0277251177148388,0.027949979262924966
0.00690921025480253,-0.06721419206990721
-0.021332186661702612,0.008291052305763037
-0.09163340100431797,-0.03163515543578087
-0.0011227466664053452,-0.008981973331243157
-0.026341364096434446,-0.0011786012364946195
-0.02444133127636375,-0.012782038971384548
-0.0,-0.0186548676879667
-0.019345788713446953,0.0036682431965335332
-0.02755047589102489,0.04127377928910309
-0.0,0.011745657433164301
-0.10588364715484812,-0.05158205404790732
-0.014595706663270279,-0.008981973331243157
-0.041368896400629816,-0.0038000656401413913
-0.053200918961979086,-0.012782038971384548
0.005354637947471961,-0.009241068715798318
-0.08106220773676825,-0.06721419206990721
-0.04476521408190928,-0.010622910766758824
-0.053200918961979086,-0.003323772984367133
0.025117077637382804,0.010363815382203795
0.016873091484661918,-0.03282629535841285
-0.03834611691415378,0.04070088696598466
-0.019259423585261854,-0.05907374767856124
-0.016376120642799596,0.008472884546044092
0.03972795896511428,-0.09534710151627425
0.023404949738143502,0.049372144732482214
-0.018062806211783862,2.5909538455516076E-4
